pseudonym,condition,skewing,target,trend,comparison2,explevel,experience,meanscore,highestscore,rounds,selfesteem,imi,vgse,scolevel,sco,age,sex,education
 78ec7da9-55e2-d5ae-7c64-05c161276a57,5,1,2,0,127,,3,17.33333333,38,3,4,5.375,4.4,1,4,28,Male,College graduate
 89ea0f41-f2a0-46f1-c14c-49b41ceb0354,6,,1,1,127,,3,0.714285714,2,6,5,2,3.8,1,4.166666667,22,Female,Some college
 5e9756fa-443f-f8c3-672c-fa66f220e233,3,1,1,0,127,,3,4.6,7,4,6,5,4.9,1,4.166666667,36,Male,College graduate
 1e4fd3f4-d32e-8c13-9c43-9d5376a7d10a,6,,1,1,127,,3,6.333333333,26,6,5,5,3.2,1,4.166666667,44,Female,Some college
 0fdd41be-d6fd-5b31-f35a-e1aeee91ac0d,5,1,2,0,127,,3,5.571428571,38,6,5,5.75,4.6,1,4.166666667,40,Male,High school
 5804015f-b6f2-f40c-e6b5-d82afe617470,2,0,2,0,127,,3,42.33333333,78,3,2,2.75,4.6,1,4.166666667,38,Male,High school
 6abad815-b462-898e-20a4-0450c35bd449,3,1,1,0,127,,3,0.75,2,4,7,3.625,4.7,1,4.333333333,42,Female,Graduate degree
 71d0e31f-30a1-29aa-706d-284c3796f18a,5,1,2,0,127,,3,0.666666667,2,3,2,3,4.6,1,4.333333333,37,Male,High school
 d13af444-c6c7-16b5-7676-30f39b01ede5,0,0,1,0,127,,3,2.055555556,7,17,7,4.875,5.4,1,4.333333333,25,Male,Vocational training
 df27cc0f-05d6-3e18-3feb-ca0ffe074898,0,0,1,0,127,,3,5.125,11,8,4,4.625,5.7,1,4.5,27,Male,College graduate
 846dd724-6de6-5804-07f4-3b0f7ca2e9db,4,1,0,0,127,,3,9.75,13,4,2,3.125,3.9,1,4.5,41,Male,Some college
 7f13fe22-a191-5838-6483-1a8f9f193a0c,3,1,1,0,127,,3,7.333333333,15,5,1,4.625,4.6,1,4.5,20,Female,College graduate
 2f68ec1d-6f80-29f5-23f3-eff5232993a2,6,,1,1,127,,3,50,69,2,1,5.375,4,1,4.666666667,24,Female,College graduate
 e542b3a9-a7b0-5f0d-93b8-e3368dd7fae4,2,0,2,0,127,,3,3.75,13,12,1,4,5.7,1,4.833333333,36,Male,High school
 2d669d3d-27cc-ce85-80a8-0a7c8c26c4eb,8,,2,1,127,,3,10.75,17,4,5,4.25,3.2,1,4.833333333,29,Female,Vocational training
 1cd6eb70-d20e-56c9-7a28-8510ae7bbf75,4,1,0,0,127,,3,0.785714286,5,13,1,3.375,2.1,1,5,29,Female,Some college
 8ceedd66-2c99-3ca7-c607-11b13689e9bc,8,,2,1,127,,3,2.666666667,9,9,4,3.625,4.2,1,5,30,Male,College graduate
 c57c8674-32e6-18a6-5eee-8da8bd173725,7,,0,1,127,1,4,1.75,6,11,7,1,5.1,0,1,54,Male,High school
 6426dee1-8bf2-4099-a49c-639449d4dfda,3,1,1,0,51,1,4,2.166666667,12,11,7,3.5,5.9,0,1,34,Male,Some college
 0715ce27-40b4-3e0f-d63f-5a24ce697fea,1,0,0,0,127,1,4,17,17,1,6,3.875,6,0,1,31,Female,Vocational training
 f8abb8e0-f4a9-897a-b1bb-a62c9fcde5cd,8,,2,1,51,1,4,10.75,30,4,7,3.375,4.4,0,1,24,Male,College graduate
 67a06e3d-28b8-ed64-642b-0dc9fdededa0,1,0,0,0,127,1,4,6.2,13,5,5,3.375,5.7,0,1.333333333,30,Male,Some college
 854a97ad-9f01-c228-88ee-1fae5670ccd7,8,,2,1,51,1,4,8.666666667,13,3,2,4.75,4.4,0,1.5,27,Female,Some college
 516f68f3-a0d1-5cad-4c94-791766f3cfba,2,0,2,0,51,1,4,30.5,45,2,5,2.75,4.6,0,1.5,43,Female,Some college
 20265c60-47e0-a6de-e595-33d8f6ccc50b,0,0,1,0,51,1,4,1.636363636,5,10,4,1.625,3.2,0,1.666666667,52,Female,College graduate
 cdd20e1e-7d84-0a9a-ccb4-304200ada59d,0,0,1,0,51,1,4,1.071428571,5,13,4,2.875,3.9,0,1.666666667,50,Male,Some college
 e2f0c530-484b-c3f7-6948-15f55738646c,6,,1,1,51,1,4,3.25,6,3,7,5,5,0,1.833333333,21,Female,Vocational training
 e66cc962-9380-9867-ced6-8de1b595eb0e,0,0,1,0,51,1,4,1.875,9,8,6,4.5,4.7,0,1.833333333,30,Male,College graduate
 5e445092-fad2-0474-9cb6-42335caf8f92,5,1,2,0,51,1,4,0.333333333,1,2,6,1,4.6,0,2,21,Male,Some college
 f1144f35-c919-5488-b9c3-3b0b93d5d3c4,6,,1,1,51,1,4,6,6,1,5,2.875,5.5,0,2,26,Male,Graduate degree
 be1b409f-729f-cc19-a846-aa3a2f378277,5,1,2,0,51,1,4,1.454545455,7,11,4,4.125,3.3,0,2,42,Female,College graduate
 d2e205e6-99ce-f1bd-72e8-d102234fdbf8,3,1,1,0,51,1,4,3.833333333,10,6,6,4.125,4.4,0,2,29,Male,Some college
 c2b3a573-befa-98f0-8baa-a91f4bbeae2b,6,,1,1,51,1,4,3.545454545,11,11,2,3,4,0,2,25,Male,College graduate
 d10aae53-d32c-f4dd-df0e-ef619f0b9a95,3,1,1,0,51,1,4,11,11,1,1,4.5,4.9,0,2,29,Male,Some college
 d9f49309-dfd4-4d8b-914e-d8d9ab37d74a,8,,2,1,51,1,4,7.666666667,11,3,6,1.625,4.7,0,2,25,Male,Some college
 6c6f15f9-a4d3-8ab5-451e-0d0d3c9a29c3,2,0,2,0,51,1,4,5,19,9,4,4,3.6,0,2,38,Male,Some college
 ede4a9a6-8ac6-f3c0-62ad-f765068b15ca,5,1,2,0,51,1,4,12.75,27,4,4,3.25,5.1,0,2,31,Female,College graduate
 1e2bd8a9-56ea-9027-b2ab-af22bdc30bf8,1,0,0,0,127,1,4,2.333333333,7,6,6,3.125,4.8,,2.166666667,39,Female,Some college
 1ea011d4-dd77-7ffe-00fe-7de1cfd30039,1,0,0,0,127,1,4,3,7,2,7,4.625,5.4,,2.166666667,33,Female,College graduate
 cf1079a9-b595-e57e-4218-35737b990072,4,1,0,0,127,1,4,5.333333333,8,3,6,3.75,4.1,,2.166666667,39,Female,Some college
 fc17a4e1-a408-d8cc-1cc8-499563f1ebcc,1,0,0,0,127,1,4,1.833333333,8,11,3,3.875,4.5,,2.166666667,30,Male,Some college
 7ec56529-d07e-25f8-59ec-35dad869c1ee,5,1,2,0,51,1,4,4,9,10,3,3.625,4.1,,2.166666667,27,Male,Some college
 733377de-5515-6e00-5b68-d4f30b8f4c08,7,,0,1,127,1,4,3.75,14,7,6,4.375,4.8,,2.166666667,34,Male,College graduate
 5603f029-7f47-5c94-629c-20801221d91f,7,,0,1,127,1,4,6.2,17,5,6,4.375,5,,2.166666667,29,Male,College graduate
 ecab917b-65f6-3bba-a1f9-bf6cf4f700cb,1,0,0,0,127,1,4,5.2,17,10,5,1.625,4.6,,2.166666667,61,Male,Associates' Degree
 e0945942-0856-68da-8fa1-43ba40663821,5,1,2,0,51,1,4,2.2,7,9,5,3.5,3.7,,2.333333333,32,Female,Some college
 06e86563-1871-9bb8-edf4-47bff87c0b34,1,0,0,0,127,1,4,24,24,1,6,4.75,4.7,,2.333333333,24,Male,Some college
 5d7d7f69-8ed6-0701-6fba-dfd9a3fa0f01,8,,2,1,51,1,4,20.85714286,51,7,3,5.125,4.2,,2.333333333,29,Male,High school
 a707c63f-9705-78b0-252c-221c5a42ddbe,2,0,2,0,51,1,4,1.666666667,3,3,6,4.375,3.7,,2.5,29,Male,Some graduate school
 b8f73529-4081-0c0e-13c3-d31b1d0929f2,2,0,2,0,51,1,4,0.461538462,3,13,4,1.875,3.8,,2.5,45,Female,Vocational training
 47550837-8487-9e34-3cec-c69c9ab70cef,8,,2,1,51,1,4,6.777777778,18,8,5,4,6,,2.5,34,Female,Graduate degree
 ccd64c79-4de5-89b0-e2cd-386a2b4c84ba,7,,0,1,127,1,4,9.166666667,20,6,5,3.125,3.9,,2.5,53,Male,College graduate
 fee41dd7-e282-e811-9b9e-51bcb198f5cc,5,1,2,0,51,1,4,1,2,2,4,3.75,4.2,,2.666666667,28,Male,High school
 be92c1ea-2c1a-6387-64eb-bd49b71976dc,7,,0,1,127,1,4,1,5,6,4,2.5,3.9,,2.666666667,26,Female,College graduate
 19303cbd-3063-ed41-b59a-8ac05b62fc3d,1,0,0,0,127,1,4,10.33333333,22,2,5,4.5,4,,2.666666667,39,Male,College graduate
 3e8c5c29-e0d3-6604-2b92-c0cdf21224c6,1,0,0,0,127,1,4,2.702702703,9,37,7,5.25,6,,2.833333333,47,Female,College graduate
 45a1f575-896d-1e5d-9fc5-8d00c1f435a2,4,1,0,0,127,1,4,6.666666667,24,6,7,4,3,,2.833333333,22,Male,Vocational training
 4b6c37c7-9b47-c408-1097-66502654922d,8,,2,1,51,1,4,14,14,1,4,2.375,4,,3,1,Male,Graduate degree
 05e4e5c3-0d68-71e6-d884-400d4f27be61,3,1,1,0,51,1,4,6.833333333,18,6,5,2.5,3.1,,3,30,Female,College graduate
 aa9fd6bf-af02-f9f0-3545-066985c6a0d7,0,0,1,0,51,1,4,32,38,2,3,4.25,4.9,,3,28,Male,High school
 a77eae36-cd48-14dd-9d70-4bdd3246d2f3,1,0,0,0,127,1,4,2.333333333,5,3,5,4.125,5,,3.166666667,25,Male,Some college
 144c8784-584d-245e-6caf-973307d064f9,4,1,0,0,127,1,4,1.6875,7,32,6,5,4.4,,3.166666667,29,Female,Some college
 34077bfd-df3b-499e-7aeb-ddb9c19f5e7d,1,0,0,0,127,1,4,2.3125,8,15,3,2,4,,3.166666667,43,Male,College graduate
 41a93a87-79be-fa3b-2a53-ec8b0a95f84a,7,,0,1,127,1,4,2.8,8,4,5,4.125,3.6,,3.166666667,24,Male,Some college
 e34fefcf-74e5-16b7-371f-74d48004316c,0,0,1,0,51,1,4,3.230769231,8,12,5,4,3.8,,3.166666667,23,Female,College graduate
 2d29a17b-5932-d6f8-54d6-bb069eed26f2,3,1,1,0,51,1,4,5.5,11,8,6,3,4.2,,3.166666667,37,Female,College graduate
 c37d5406-f45c-3ea5-4c20-86fcfd3989a0,1,0,0,0,127,1,4,12,15,2,1,3,3,,3.166666667,31,Female,College graduate
 9b50b378-184a-dd2c-1796-634dbf939e7b,8,,2,1,51,1,4,21.33333333,50,3,7,3.375,5,,3.166666667,29,Male,College graduate
 4e39c2fc-80ca-2211-dae9-37081f524418,5,1,2,0,51,1,4,1.5,3,3,6,4,3.8,,3.333333333,44,Female,Vocational training
 03db0157-abaf-f0d3-774d-6bf28bae455c,2,0,2,0,51,1,4,4.6,22,14,5,3.25,5.9,,3.333333333,30,Male,High school
 6c825f9e-67be-a1f2-de86-6e2195663420,2,0,2,0,51,1,4,12.35714286,67,14,5,5.625,5.3,,3.333333333,47,Male,Graduate degree
 a661f65e-99ba-5452-e6c2-21017ee100e4,5,1,2,0,51,1,4,1.631578947,4,18,4,3,4.5,,3.5,31,Male,College graduate
 ca462c65-e90c-775e-3e81-424568d82f0b,3,1,1,0,51,1,4,1.6,5,5,6,6.375,4.5,,3.5,31,Female,Some college
 7ca9c89a-2bdd-3aab-7ad7-60e4c685a245,5,1,2,0,51,1,4,1.571428571,7,62,5,4.25,3.8,,3.5,49,Female,High school
 f32a28e5-a163-1f77-4807-768860b51729,0,0,1,0,51,1,4,1.5,4,8,6,3.25,3.9,,3.666666667,37,Female,Some college
 95ea8a12-68fa-9d68-2f91-419ce61e26f0,5,1,2,0,51,1,4,1.5,6,4,4,3.625,5,,3.666666667,34,Female,Some college
 576277cd-a020-aeb5-bbd3-96bad398a4c7,3,1,1,0,51,1,4,4.25,7,4,5,2.5,4.8,,3.666666667,27,Male,Some college
 d7061cb8-e238-8bf6-a5f0-13a1a2d53aec,0,0,1,0,51,1,4,2.25,7,4,4,2.5,2.6,,3.666666667,31,Male,College graduate
 e34e10fa-e5f5-d1f1-5ad1-65901cdcaa79,3,1,1,0,51,1,4,4,11,15,7,6.125,5.5,,3.666666667,28,Male,Some college
 08fe5690-5d6d-615e-b4b2-ca54413409a0,0,0,1,0,51,1,4,18,18,1,6,4.875,4.7,,3.666666667,34,Male,High school
 7f446d5f-1bd5-519d-071e-595875c5913a,3,1,1,0,51,1,4,17,41,4,5,5.5,4.9,,3.666666667,25,Male,College graduate
 d5d7efb9-d252-0d2f-be0f-c8121805e731,6,,1,1,51,1,4,38.5,56,2,5,5,4,,3.666666667,26,I prefer not to answer,Some graduate school
 30ca3317-4b4e-bd92-7573-1d917a9eec06,1,0,0,0,127,1,4,98.5,196,2,3,4.75,4.6,,3.666666667,24,Male,High school
 7f1421af-7628-be74-ae59-74a3e001a684,7,,0,1,127,1,4,1.4,3,5,4,1.75,4,,3.833333333,40,Male,High school
 8bb4a288-fc7f-7d50-5a02-980dd288225a,7,,0,1,127,1,4,3.25,12,3,3,2.875,4.8,,3.833333333,30,Male,Some college
 9bc63171-4f69-e2b8-d0e8-720f55eb4c5b,7,,0,1,127,1,4,19,19,1,5,3.75,4.9,,3.833333333,20,Male,Some college
 a51fa9f2-5f69-e3df-fe11-0ffe990a82b2,8,,2,1,51,1,4,24.57142857,69,6,6,5,3.2,,3.833333333,30,Female,Vocational training
 9e95ff82-46f0-b2d6-8c42-a58f43fdb061,5,1,2,0,51,1,4,1.071428571,3,13,2,3.375,4.1,1,4,47,Female,Some college
 40641164-e2af-45fa-abc9-d99ee5261632,4,1,0,0,127,1,4,2.333333333,6,3,7,3.375,5.1,1,4,28,Male,College graduate
 2fae56a3-d928-5705-fde4-87e81b897042,2,0,2,0,51,1,4,4.25,9,4,6,4.625,5.4,1,4,27,Male,Some college
 635c0ae5-67bc-fdc7-920b-088bd5e85c09,2,0,2,0,51,1,4,3.571428571,9,7,4,5.625,6,1,4,23,Male,High school
 be63fb78-e3f5-0e60-6962-69a6a806e420,8,,2,1,51,1,4,7.25,12,3,6,5.375,5.6,1,4,25,Male,College graduate
 5cf50034-67eb-e908-6e06-2ab095e51224,2,0,2,0,51,1,4,4.4,17,10,3,4.875,4.7,1,4,51,Female,Some college
 38501d22-e01a-6f2f-ddd9-c7d41220c0ba,6,,1,1,51,1,4,9.833333333,18,5,6,2,4,1,4,37,Female,Some college
 474dbb2c-8885-3aa4-3007-9d246aae95ff,2,0,2,0,51,1,4,9.210526316,24,19,7,4.875,4.4,1,4,30,Female,Some college
 40ff3647-bdb9-9952-400d-a1ace3a1533e,0,0,1,0,51,1,4,22.5,59,3,4,5.375,6,1,4,22,Female,College graduate
 3f4ea0cd-3780-053d-fd7b-8e4aa5887795,2,0,2,0,51,1,4,0.55,3,20,3,3.625,4.3,1,4.166666667,36,Female,Vocational training
 6c8b3452-9098-31bb-0ace-a30cf4593430,4,1,0,0,127,1,4,1.555555556,7,8,5,4.875,5.1,1,4.166666667,31,Male,College graduate
 3f61837a-80d0-e531-d7aa-e477458ac182,4,1,0,0,127,1,4,2.75,10,3,6,4.125,4.5,1,4.166666667,29,Female,Graduate degree
 bb72bbeb-5fec-d3b1-72a0-4b7c8e9a4666,2,0,2,0,51,1,4,3,12,6,4,3.75,4.5,1,4.166666667,21,Male,Some college
 5142228f-09cd-4d98-ea02-2e3452b92e34,1,0,0,0,127,1,4,7,14,2,2,1.125,2.7,1,4.166666667,24,Male,Some college
 d39b5de5-309d-eb4b-a999-f6792ca6d723,3,1,1,0,51,1,4,14,21,3,7,5.375,5.9,1,4.166666667,24,Male,High school
 09008ef3-2efc-df65-8c25-3f4c571f3364,3,1,1,0,51,1,4,17.75,47,7,5,5.25,4.8,1,4.166666667,19,Male,Some college
 4ae8b24a-ec67-ef4e-688d-bc6c9b2ba250,7,,0,1,127,1,4,85,151,1,5,6,5.2,1,4.166666667,21,Male,Some college
 961dfc27-e80a-aaa9-284c-a243b613fd4d,5,1,2,0,51,1,4,1.5,3,1,6,2.75,4.4,1,4.333333333,29,Male,College graduate
 a7defa4a-f5fa-5247-082e-2e671c82d8a0,7,,0,1,127,1,4,2.666666667,6,3,5,5.75,5.4,1,4.333333333,33,Male,College graduate
 2e5fc786-e819-125b-df94-e4cac8a31ea8,2,0,2,0,51,1,4,2.421052632,10,18,4,4.75,4.4,1,4.333333333,44,Male,Some college
 e722b44b-39d0-e8fa-8753-17c26697656b,8,,2,1,51,1,4,56,56,1,7,6.75,6,1,4.333333333,28,Male,Some college
 920ea2c6-3d42-8b24-b252-31834959e7dd,1,0,0,0,127,1,4,56,89,2,3,6.5,5,1,4.333333333,24,Other,Some college
 2867c37b-abf7-a3e9-536d-d3ee3b37b5f0,7,,0,1,127,1,4,5.571428571,15,7,2,3.625,2.9,1,4.5,34,Female,College graduate
 988fbb10-ead8-2c46-6ab0-03ce13de3e70,4,1,0,0,127,1,4,73,100,2,6,6.375,4.8,1,4.5,21,Male,College graduate
 be9d1c4f-197e-f768-a793-5069a8339871,1,0,0,0,127,1,4,1.4,5,4,7,1.625,4.3,1,4.666666667,45,Male,College graduate
 809de054-d40b-599a-9ef0-08c05e662b21,5,1,2,0,51,1,4,8,15,10,6,6.375,6,1,4.833333333,26,Female,College graduate
 8b449fcb-518a-f142-ccca-7d2bc2d1fe3d,1,0,0,0,127,1,5,3.777777778,11,9,4,3.875,4.9,0,1,26,Female,Graduate degree
 ed920361-3b0a-1b3a-9f2a-e7891ea71575,2,0,2,0,49,1,5,23.5,26,2,7,1,6,0,1,28,Male,High school
 0f218a56-f91d-1e84-7941-e853a7056210,6,,1,1,49,1,5,4.8,14,5,1,4,4.7,0,1.166666667,29,Female,High school
 572af8ba-d3e6-3541-e23a-1f92baf975ad,0,0,1,0,49,1,5,7.666666667,18,3,7,5.375,4.7,0,1.333333333,30,Male,College graduate
 85eec168-af88-d1a5-6330-f84dda5f1321,4,1,0,0,127,1,5,44,67,2,7,3.25,5,0,1.333333333,33,Male,High school
 a0cd3f92-68f9-427b-4fbb-76a4e86726e5,5,1,2,0,49,1,5,25,82,5,1,5.875,5.2,0,1.333333333,21,Male,Some college
 4890b8ed-57cc-b488-da97-688c704bdefd,1,0,0,0,127,1,5,3.428571429,9,7,6,2.25,5.5,0,1.666666667,23,Female,Some college
 0aaa97e2-80d9-94fb-c665-639712563257,5,1,2,0,49,1,5,22.2,85,4,4,5.625,5.6,0,1.666666667,31,Male,Vocational training
 7389ead0-d112-9f50-4aa8-0f3f1abff142,8,,2,1,49,1,5,1,2,4,5,4.5,4,0,2,27,Male,High school
 b477038a-2794-47ba-888f-35be3a25f312,3,1,1,0,49,1,5,1.142857143,4,6,7,3.125,3.9,0,2,29,Female,College graduate
 ce04c2cc-b455-f01d-4c12-ddcbe427efc6,3,1,1,0,49,1,5,6.428571429,12,7,7,1,5,0,2,41,Female,Vocational training
 513913c3-046e-99a4-06eb-d7e8bc3fce5c,3,1,1,0,49,1,5,7.833333333,17,5,3,5,4.8,0,2,27,Male,College graduate
 0896ef6b-2456-62d2-ec3b-be8995db7a85,1,0,0,0,127,1,5,20,20,1,7,3.75,4.2,0,2,32,Male,High school
 2e4aa56b-7d63-109a-890b-eeb8bab3fa6a,6,,1,1,49,1,5,7.428571429,21,6,6,5.375,6,0,2,23,Male,College graduate
 a6744838-85db-79f8-5d63-5418cc010590,8,,2,1,49,1,5,5.4,14,5,6,3.875,4.1,,2.166666667,40,Female,Some college
 fc37a4e8-9113-b588-5859-7e2f2a8065b7,7,,0,1,127,1,5,8.076923077,21,13,4,2.125,4.3,,2.166666667,39,Male,Some college
 0559a6b9-3af6-c792-bcf4-1fbf120e9ec0,6,,1,1,49,1,5,45,45,1,2,3.5,5.8,,2.166666667,22,Female,High school
 88aba584-5c51-fe57-2cc7-ed7bb92b93cf,2,0,2,0,49,1,5,30.66666667,74,3,3,5.375,5.4,,2.166666667,21,Male,Some college
 a8698460-cbed-179a-dce3-1f788d3416b4,6,,1,1,49,1,5,20.57142857,80,6,7,6.5,6,,2.166666667,28,Male,Some college
 215df68f-149f-9a27-ec6e-d5ac18f36533,4,1,0,0,127,1,5,26,26,1,7,6,4.9,,2.333333333,21,Male,Some college
 d36e18bf-163d-4305-3044-67a88777dba6,8,,2,1,49,1,5,8.111111111,26,9,7,4.125,6,,2.333333333,23,Female,College graduate
 b8f32f86-4276-dfc7-a3ca-da5c2897f6f5,1,0,0,0,127,1,5,22.66666667,34,3,6,5,4.5,,2.333333333,33,Male,College graduate
 579f4597-48fd-9ddb-ca2e-9f3104ad7c22,5,1,2,0,49,1,5,10,38,4,6,3.125,4.7,,2.333333333,32,Male,Some college
 03d7084f-655a-3c87-2ab5-b9702beb0755,8,,2,1,49,1,5,7.5,11,1,1,5.5,5.8,,2.5,27,Male,Some college
 a65ce365-aa49-7cb4-c4ba-0d2e5873aa20,4,1,0,0,127,1,5,6.571428571,22,6,7,6.125,6,,2.5,33,Male,College graduate
 03d37bb4-6065-2b6e-d7c9-ba5029bdd078,3,1,1,0,49,1,5,15.66666667,27,3,5,5.75,5.9,,2.5,40,Male,College graduate
 4e56554f-577f-6a0a-645e-f190477ce1bd,6,,1,1,49,1,5,3.571428571,10,6,6,5.5,5.8,,2.666666667,25,Female,Some college
 4660f363-d2c4-3a03-333c-c2b1c6555bd0,7,,0,1,127,1,5,5.5,11,5,2,4.75,4.7,,2.666666667,20,Male,Some college
 550d27ff-00f8-4591-8a92-89df5df1697c,2,0,2,0,49,1,5,10,20,2,2,6.75,5.8,,2.666666667,29,Female,Some college
 83f86ba4-0abc-c53a-661d-62975f866eca,7,,0,1,127,1,5,18.33333333,40,5,3,4,4.8,,2.666666667,27,Female,Vocational training
 4d8b939b-e3ef-734d-d7cb-5af27b5ab5b1,5,1,2,0,49,1,5,68,68,1,7,4.5,6,,2.666666667,20,Male,Some college
 28aa3b5f-8ef2-50ce-a41c-f2ee4bb07388,3,1,1,0,49,1,5,0.333333333,1,2,6,4.5,5.3,,2.833333333,26,Female,Some college
 d50be737-4587-a6e7-914c-352aac1c431d,5,1,2,0,49,1,5,0.666666667,2,2,6,3.5,5.8,,2.833333333,23,Female,High school
 26624ae6-1d63-c725-b7fb-e6a3dea79535,7,,0,1,127,1,5,3,7,5,5,3.75,5,,2.833333333,42,Male,High school
 d48e5010-015a-46b3-5349-d2d1d2b7cea1,0,0,1,0,49,1,5,3.714285714,7,7,4,2.875,5.1,,2.833333333,35,Male,High school
 16ee31b9-f9cd-71c3-7883-b996e39b61a8,1,0,0,0,127,1,5,4.333333333,11,3,6,4.75,5.7,,2.833333333,20,Male,Some college
 1f22c5af-d3c2-3fbe-91e6-a65d1219ca83,7,,0,1,127,1,5,7.5,15,2,4,3.875,5.1,,2.833333333,30,Male,Some college
 48646db7-5724-1b3e-c869-0a0e916e9cd9,8,,2,1,49,1,5,1.75,5,3,6,4.875,5,,3,39,Female,Some college
 07b48fd6-5412-334e-76a5-2703b5ee4aff,1,0,0,0,127,1,5,1.416666667,6,12,3,3.75,5,,3,28,Male,College graduate
 f632610b-3889-b4a1-ea59-e13a1ef29e1f,3,1,1,0,49,1,5,4,10,7,5,3.375,4.1,,3,28,Female,Some college
 05b8f8da-b385-4bd8-3fee-787a2c68f6df,3,1,1,0,49,1,5,3.555555556,15,8,5,4.125,4,,3,27,Male,College graduate
 39853098-8123-1c68-c837-19725211f04e,6,,1,1,49,1,5,43,43,1,7,2.875,5,,3,20,Male,Some college
 56d2d9fb-63bc-7ec0-11f0-77ff4e812271,7,,0,1,127,1,5,2,10,21,7,3.75,4.8,,3.166666667,51,Female,College graduate
 d48674ef-788a-5b5d-a6d2-b99a9feaeab3,3,1,1,0,49,1,5,8,15,3,4,4,4.3,,3.166666667,30,Male,Some college
 dbe0c41a-9ba9-4e91-9321-53cbabb41665,3,1,1,0,49,1,5,32,32,1,6,4.625,6,,3.166666667,43,Male,College graduate
 b3ab16b4-2ac6-8b53-9b6e-039846134f27,6,,1,1,49,1,5,20.875,64,8,7,6.5,6,,3.166666667,31,Male,Some college
 2d0f95d5-abeb-4a32-bcc8-e259cc2d479b,3,1,1,0,49,1,5,1,3,6,6,1.5,4.5,,3.333333333,27,Female,College graduate
 6052de81-fbed-4b0c-cc77-79c7f5c2c6dc,7,,0,1,127,1,5,4,8,4,3,3,5.1,,3.333333333,21,Male,Some college
 ea0d3601-bad2-c117-7547-03a1b57223fb,2,0,2,0,49,1,5,8.666666667,16,3,6,7,5.9,,3.333333333,21,Female,High school
 aadd0b97-73e4-2728-e312-88812be6e662,7,,0,1,127,1,5,31,31,1,2,2.5,5,,3.333333333,34,Male,College graduate
 efaab49a-f81b-2f49-8ba0-cbc2bfc57cb4,0,0,1,0,49,1,5,10.6,53,10,5,6.5,5.3,,3.333333333,31,Male,College graduate
 809bc354-0979-5dbb-6af5-0d0fd3df0769,1,0,0,0,127,1,5,1.5,8,6,5,4.625,5.4,,3.5,28,Female,College graduate
 acc665b0-63fb-73e5-3430-732d7648e000,4,1,0,0,127,1,5,12.33333333,15,2,3,2.5,4.5,,3.5,30,Male,Some college
 ca1ad9c1-a3b0-ab91-7f82-ab9c99e24189,0,0,1,0,49,1,5,18,18,1,4,4.375,5.5,,3.5,29,Male,College graduate
 f707b813-a361-00c4-c547-3181c7e94cac,0,0,1,0,49,1,5,31,34,2,6,5.75,5,,3.5,31,Male,College graduate
 7e428b74-c694-f1f5-2be7-49d376be0df3,5,1,2,0,49,1,5,21.85714286,49,7,7,6,4.7,,3.5,20,Male,High school
 63feb91f-c493-8fdd-7c7a-67b6ab3c56d9,0,0,1,0,49,1,5,43.75,81,3,6,5.75,4.8,,3.5,34,Male,Some college
 60076fbd-cba1-a3eb-e8ff-04aabd26ab9c,5,1,2,0,49,1,5,5.714285714,19,7,4,5.125,5.4,,3.666666667,40,Male,Some college
 09ee3492-d78f-d5dc-27da-658140f6d5b5,7,,0,1,127,1,5,12.2,23,4,2,3,4.4,,3.666666667,24,Male,Some high school
 8a9dc99f-35ba-a9ad-5393-84904b53b004,8,,2,1,49,1,5,13.66666667,41,3,1,6.375,4.7,,3.666666667,25,Female,Some college
 c8ef780b-76e3-bfd0-cf34-15714567c899,4,1,0,0,127,1,5,3.714285714,8,6,4,4.125,4.7,,3.833333333,26,Male,College graduate
 23819c9b-b65e-3b79-d62a-9268939bf6e1,6,,1,1,49,1,5,3,9,5,3,4,4.7,,3.833333333,30,Female,Some college
 ae1c9144-331e-52db-8a2a-f0d76c642d3a,3,1,1,0,49,1,5,14,40,4,3,4.375,4,,3.833333333,24,Female,High school
 65a8a577-bf19-2043-635d-28d62b4ae108,8,,2,1,49,1,5,13.8,43,5,7,7,5.6,,3.833333333,22,Female,Some college
 02d9875b-cf00-00cb-8e6f-5114ded988db,8,,2,1,49,1,5,55,55,1,1,1.375,2.1,,3.833333333,25,Male,Some college
 524ed91d-4f1a-54e7-bb05-d1817ee14451,5,1,2,0,49,1,5,9.9,60,10,2,4.25,5.3,,3.833333333,27,Male,Vocational training
 2070bdb5-0ab2-78ad-2b47-23b5e1ae9696,8,,2,1,49,1,5,95.5,138,2,7,5.375,6,,3.833333333,23,Male,College graduate
 3533cfa9-7f40-66a1-4230-acdc80bd2ec4,7,,0,1,127,1,5,12,12,1,1,5.375,4.8,1,4,20,Female,High school
 32cb7f71-b687-7b11-b985-37011b78acb2,8,,2,1,49,1,5,19.6,48,5,6,6,5.2,1,4,25,Male,Some high school
 8378565c-e6f5-a103-3514-b94fb6aa45c1,3,1,1,0,49,1,5,0.75,3,7,6,3.875,5.3,1,4.166666667,25,Male,Some college
 119b185e-313c-967c-9ed3-1a10be92d5e7,1,0,0,0,127,1,5,3.75,7,3,6,6,5.7,1,4.166666667,29,Male,High school
 cc3281ce-52b1-11c4-50f8-9f730bb0517e,3,1,1,0,49,1,5,6.0625,21,32,6,6,5.2,1,4.166666667,50,Female,College graduate
